Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita
Jamaica,JAM,2014,7697454,0.274800,7.009232,0,0.413422,0,0,2.764351
Japan,JPN,2014,1264413251,472.934047,496.771315,258.548469,26.557375,0.449102,9.152943,9.918777
Jordan,JOR,2014,25898838,1.315376,22.423680,0.619216,1.536750,0.003816,0,2.991310
Kazakhstan,KAZ,2014,297643502,190.257744,40.811784,43.406802,3.237937,16.544150,3.385084,16.918967
Kenya,KEN,2014,13881515,1.246087,10.364511,0,2.270917,0,0,0.302879
Kosovo,KSV,2014,7126480,5.353104,1.586512,0,0.186864,0,0,4.008575
Kyrgyzstan,KGZ,2014,10095418,4.503056,4.400464,0.516624,0.675274,0,0,1.736274
Laos,LAO,2014,4449693,1.189831,2.419933,0,0.839929,0,0,0.664982
Latvia,LVA,2014,7171961,0.242430,3.890707,2.448369,0.558629,0.000014,0.031812,3.566296
Lebanon,LBN,2014,23992028,0.626544,20.752896,0,2.612588,0,0,3.823832
Lesotho,LSO,2014,2473200,1.897952,0.575248,0,0,0,0,1.180389
Lithuania,LTU,2014,13108084,0.922524,6.809970,4.634943,0.400828,0.251207,0.088612,4.376763
Luxembourg,LUX,2014,9828191,0.277324,7.110833,2.006066,0.359823,0.000051,0.074095,17.674410
Madagascar,MDG,2014,3157868,1.018592,2.081152,0,0.058124,0,0,0.130404
Malawi,MWI,2014,1020623,0.201520,0.714480,0,0.104623,0,0,0.061939
Malaysia,MYS,2014,245328748,57.866418,88.717760,82.562148,9.856730,6.325692,0,8.015587
Malta,MLT,2014,2364387,0.000023,2.361862,0.000023,0,0,0.002478,5.296079
Mauritius,MUS,2014,4206272,1.735224,2.471048,0,0,0,0,3.255344
Mexico,MEX,2014,484113709,48.943712,269.274688,138.502864,18.259330,9.133115,0,4.076545
Moldova,MDA,2014,4758816,0.366400,2.176416,1.751392,0.464608,0,0,1.425505
Mongolia,MNG,2014,29626120,26.014400,3.403856,0,0.182390,0.025474,0,10.205968
Montenegro,MNE,2014,2106800,1.417968,0.688832,0,0,0,0,3.321488
Morocco,MAR,2014,57174916,15.299893,34.457733,2.245889,5.171400,0,0,1.669409
Mozambique,MOZ,2014,7920571,0.824400,5.162576,1.326368,0.585889,0.021338,0,0.304185
Myanmar,MMR,2014,15849349,1.157824,9.225952,4.829152,0.502583,0.133837,0,0.310331
Namibia,NAM,2014,3677997,0.069547,3.305290,0,0.303160,0,0,1.639766
Nepal,NPL,2014,7591334,1.835664,4.572672,0,1.182998,0,0,0.276429
Netherlands,NLD,2014,157655585,35.796986,52.198939,67.011159,0.282303,1.091804,1.274395,9.298976
New Caledonia,NCL,2014,4873267,1.788032,3.044784,0,0.040451,0,0,17.355063
New Zealand,NZL,2014,35438926,5.442055,18.850886,8.601687,0.619461,1.224110,0.700727,7.850553
Niger,NER,2014,2245619,0.388384,1.678112,0,0.008137,0.170986,0,0.115921
Nigeria,NGA,2014,122995917,0.120912,66.622512,32.675552,7.749861,15.827081,0,0.685676
North Korea,PRK,2014,30543564,25.387223,2.609079,0,2.547262,0,0,1.215610
North Macedonia,MKD,2014,7459904,4.316192,2.634416,0.252816,0.256480,0,0,3.543408
Norway,NOR,2014,45046000,3.527000,24.099000,14.645000,0.727000,1.408000,0.640000,8.768199
Pakistan,PAK,2014,156529339,18.843952,60.423024,64.200608,12.197857,0.863898,0,0.751636
Panama,PAN,2014,10855411,0.934320,9.072064,0,0.849027,0,0,2.791460
Peru,PER,2014,49388342,3.048448,24.849248,16.531968,4.590010,0.368668,0,1.627081
Philippines,PHL,2014,101483616,42.729568,43.213216,7.086176,8.154965,0.299691,0,1.001563
Poland,POL,2014,310319100,202.997324,62.288999,29.463594,6.456416,4.702019,4.410747,8.043132
Portugal,PRT,2014,47945815,10.327998,25.009264,7.642641,3.095988,1.015642,0.854281,4.606466
Réunion,REU,2014,4344118,1.993696,2.350421,0,0,0,0,4.748760
Romania,ROU,2014,78453481,24.429036,25.221774,24.069464,2.943946,0.547703,1.241558,3.923491
Russia,RUS,2014,1631662227,394.094994,383.204615,772.753422,26.453326,38.466103,16.689767,11.308601
Senegal,SEN,2014,8724360,1.099200,5.653552,0.073280,1.898328,0,0,0.624493
Serbia,SRB,2014,37207978,24.625744,8.214688,3.682320,0.666370,0.018856,0,4.932155
Singapore,SGP,2014,52252304,1.678112,31.360176,19.214016,0,0,0,9.380179
Slovakia,SVK,2014,33656215,14.083550,8.866419,8.485533,1.266760,0.027670,0.926283,6.210128
Slovenia,SVN,2014,13568170,4.505375,6.946662,1.488253,0.418280,0.110616,0.098983,6.539139
South Africa,ZAF,2014,471865984,399.203792,58.656976,9.042752,4.910520,0.051944,0,8.621777
South Korea,KOR,2014,629366484,331.303871,161.533530,101.445313,25.411990,0,9.671780,12.448395
Spain,ESP,2014,255459100,54.142112,131.138517,54.292446,8.896821,4.064612,2.924593,5.497935
Sri Lanka,LKA,2014,17690987,3.880176,13.091472,0,0.719339,0,0,0.832930
Swaziland,SWZ,2014,769440,0.054960,0.714480,0,0,0,0,0.683421
Sweden,SWE,2014,43477929,8.115844,30.553853,2.062101,1.399259,0.772619,0.574253,4.460415
Switzerland,CHE,2014,39233632,0.603413,30.165786,6.355482,1.879666,0.033410,0.195875,4.791724
Syria,SYR,2014,30921063,0.003664,20.453684,9.085642,0.646133,0.731940,0,1.540490
Taiwan,TWN,2014,276311000,161.784932,68.155507,37.589789,7.088000,0.052772,1.640000,11.796813
Tajikistan,TJK,2014,4600122,1.479058,2.551742,0.007322,0.562000,0,0,0.552478
Tanzania,TZA,2014,9898228,0.652192,6.415664,1.740400,1.088468,0.001504,0,0.194791
Thailand,THA,2014,285979962,60.865574,118.059867,86.590182,19.722265,0.742074,0,4.087709
Turkey,TUR,2014,363866339,130.304991,98.997707,93.536739,34.498393,0.145487,6.383022,4.658260
Ukraine,UKR,2014,257510818,138.372745,35.340760,75.134189,3.299186,2.493745,2.870192,5.703694
United Arab Emirates,ARE,2014,201713382,7.481888,51.984832,133.343952,7.159856,1.742854,0,22.828712
Uruguay,URY,2014,6684323,0.003664,6.261776,0.091600,0.327283,0,0,1.970811
Yemen,YEM,2014,26476570,0.494640,20.752896,1.853984,1.114144,2.260907,0,0.953997
Zambia,ZMB,2014,4876557,0.483648,3.656672,0,0.736237,0,0,0.309863
Afghanistan,AFG,2015,9791093,2.843264,6.624512,0.282128,0.041189,0,0,0.290076
Albania,ALB,2015,4712137,0.322432,3.337904,0.062288,0.954113,0.035400,0,1.634751
Algeria,DZA,2015,160087450,0.501968,55.590208,78.768672,8.062014,17.164588,0,4.048424
Argentina,ARG,2015,191743835,5.466688,86.954048,93.534592,4.571000,1.217507,0,4.432659
Armenia,ARM,2015,5469323,0.003662,0.798211,4.426775,0.240676,0,0,1.899998
Australia,AUS,2015,401793062,174.188664,137.629374,72.044214,3.076156,10.827854,4.026800,16.867720
Austria,AUT,2015,66348823,14.372978,32.998847,15.967142,1.701497,0.161713,1.146646,7.677111
Azerbaijan,AZE,2015,34682946,0.010993,11.531741,21.934859,0.843416,0.361938,0,3.516299
Bahamas,BHS,2015,2136112,0.003664,2.132448,0,0,0,0,5.439593
Bangladesh,BGD,2015,73157558,8.606736,14.688976,48.742192,1.062295,0.057359,0,0.463521
Belarus,BLR,2015,58798911,4.094111,17.178005,33.956646,2.269358,0.006100,1.294691,6.061363
Belgium,BEL,2015,101061722,14.438079,48.197987,33.820641,2.348126,0.088261,2.168628,8.984619
Benin,BEN,2015,5328876,0.109991,4.945937,0.058662,0.214286,0,0,0.487422
Bhutan,BTN,2015,965039,0.212512,0.450672,0,0.301855,0,0,1.298363
Bolivia,BOL,2015,21242199,0.014656,11.526944,8.233008,1.367575,0.100016,0,1.915423
Bosnia and Herzegovina,BIH,2015,18460491,13.490848,4.253904,0.406704,0.309035,0,0,5.238023
Botswana,BWA,2015,5421209,2.896267,2.515468,0.003662,0.005812,0,0,2.351760
Brazil,BRA,2015,529353000,69.451663,330.358576,80.464761,25.082000,17.604000,6.392000,2.579841
Bulgaria,BGR,2015,48260534,27.680239,11.662452,5.931801,1.105434,0.600375,1.280232,6.602663
Burundi,BDI,2015,394157,0.007328,0.348080,0,0.038749,0,0,0.036744
Cambodia,KHM,2015,8365610,2.205728,5.506992,0,0.652890,0,0,0.542604
Canada,CAN,2015,574298190,78.098819,258.061213,213.496439,6.184772,16.132493,2.324454,16.072321
Chile,CHL,2015,81756505,27.168560,44.352720,9.112368,1.033200,0.089657,0,4.575038
China,CHN,2015,9866904318,7266.978828,1328.805063,380.052208,721.994964,3.854226,165.219030,7.079569
Colombia,COL,2015,95472340,19.144400,46.133424,23.100592,5.551158,1.542766,0,2.026165
Costa Rica,CRI,2015,7406021,0.003664,6.782064,0,0.620293,0,0,1.512902
Croatia,HRV,2015,17824705,2.376274,9.419466,4.460983,1.169235,0.249534,0.149212,4.189302
Cuba,CUB,2015,29468648,0.021987,26.233866,2.389228,0.669521,0.154047,0,2.598671
Cyprus,CYP,2015,6972964,0.014687,6.069755,0.000398,0.877127,0,0.010997,5.873058
Czech Republic,CZE,2015,104995655,64.295744,21.350403,15.908707,1.558164,0.192151,1.690486,9.976974
Denmark,DNK,2015,35227979,7.242452,19.582271,6.911255,0.931502,0.247145,0.313355,6.204517
Dominican Republic,DOM,2015,23494589,2.890444,16.569682,2.025875,2.008588,0,0,2.257829
Egypt,EGY,2015,224479721,1.344688,112.023136,84.151088,21.648474,5.312335,0,2.297083
El Salvador,SLV,2015,6667772,0.003662,6.280304,0,0.383807,0,0,1.070085
Estonia,EST,2015,15846900,11.263031,3.396913,0.915042,0.205612,0.000031,0.066271,12.054018
Ethiopia,ETH,2015,12696406,1.091872,8.698336,0,2.906198,0,0,0.123901
Finland,FIN,2015,44099095,16.840545,21.280789,4.723437,0.462146,0.108521,0.683658,8.048072
France,FRA,2015,331579994,37.740819,199.148404,81.391098,6.408841,2.857876,4.032957,5.196383
Georgia,GEO,2015,9756180,1.110606,3.218192,4.750316,0.671256,0.005809,0,2.587069
Germany,DEU,2015,795556570,341.018336,273.407683,157.455432,12.625554,2.373714,8.675851,9.693253
Greece,GRC,2015,74927631,29.948851,34.983654,6.034755,3.467281,0.003639,0.489452,6.933480
Guadeloupe,GLP,2015,2463331,0.450806,2.012525,0,0,0,0,6.172385
Guatemala,GTM,2015,15951889,4.012080,10.453392,0,1.422798,0.063619,0,0.996924
Honduras,HND,2015,10347979,0.337208,9.287891,0,0.722880,0,0,1.113344
Hong Kong,HKG,2015,42399923,25.371010,10.210686,6.081715,0.736512,0,0,5.729845
Hungary,HUN,2015,46653470,10.517019,16.531408,18.229804,0.675693,0.131876,0.567669,4.739161
Iceland,ISL,2015,3533853,0.661181,2.705333,0.000182,0,0.163135,0.004022,10.674359
India,IND,2015,2270766191,1487.461399,554.788779,106.870633,117.507915,4.137466,0,1.716550
Indonesia,IDN,2015,539149239,197.815239,217.062688,94.252736,24.557910,5.460667,0,2.080918
Iran,IRN,2015,631581182,4.301511,227.053111,356.768957,20.900424,22.557180,0,7.721906
Ireland,IRL,2015,38718040,9.351334,18.246563,8.888227,1.652014,0.000405,0.579496,8.298335
Israel,ISR,2015,62939149,25.088862,21.831377,13.784767,2.233278,0.000865,0,7.859752
Italy,ITA,2015,361163177,53.062916,161.533251,132.756286,8.196151,2.574287,3.040286,5.996111
Jamaica,JAM,2015,7998908,0.267596,7.313078,0,0.418234,0,0,2.862432
Japan,JPN,2015,1223605161,465.830288,476.378763,246.428641,25.936140,0.424732,8.606597,9.615687
Jordan,JOR,2015,25557235,0.681504,19.298288,4.004752,1.571676,0.001015,0,2.691866
Kazakhstan,KAZ,2015,301273154,183.235611,41.434762,52.648057,3.456792,16.175616,4.322317,16.891382
Kenya,KEN,2015,16295494,1.322408,12.517083,0,2.456003,0,0,0.347812
Kosovo,KSV,2015,8335600,6.151856,1.952912,0,0.230832,0,0,4.738500
Kyrgyzstan,KGZ,2015,10278881,4.338176,4.832816,0.523952,0.583937,0,0,1.737771
Laos,LAO,2015,9229252,5.149553,2.897082,0,1.182617,0,0,1.359759
Latvia,LVA,2015,7262099,0.190231,4.066391,2.505960,0.470311,0.000013,0.029193,3.645714
Lebanon,LBN,2015,25734552,0.626544,22.713136,0,2.394872,0,0,4.021690
Lesotho,LSO,2015,2242368,1.630480,0.611888,0,0,0,0,1.058459
Lithuania,LTU,2015,13319679,0.735889,7.132157,4.648749,0.518315,0.207193,0.077377,4.494175
Luxembourg,LUX,2015,9347466,0.288220,6.823948,1.829656,0.329477,0.000046,0.076120,16.416113
Madagascar,MDG,2015,3227484,1.051568,2.117792,0,0.058124,0,0,0.129874
Malawi,MWI,2015,1071325,0.227168,0.784096,0,0.060061,0,0,0.063246
Malaysia,MYS,2015,235701912,66.318400,76.189216,77.211472,8.981140,7.001684,0,7.586442
Malta,MLT,2015,1665291,0.000023,1.663359,0.000023,0,0,0.001886,3.647323
Mauritius,MUS,2015,4209936,1.685440,2.524496,0,0,0,0,3.255559
Mexico,MEX,2015,479519778,44.114222,258.874271,147.976833,19.159980,9.394473,0,3.991013
Moldova,MDA,2015,4781760,0.369781,2.288247,1.680488,0.443244,0,0,1.459015
Mongolia,MNG,2015,23282276,19.697107,3.367747,0,0.181946,0.035476,0,7.853034
Montenegro,MNE,2015,2238704,1.494912,0.743792,0,0,0,0,3.531268
Morocco,MAR,2015,58495177,16.843408,34.078864,2.322976,5.249929,0,0,1.686690
Mozambique,MOZ,2015,6312897,0.428937,3.519481,1.741410,0.614176,0.008892,0,0.235176
Myanmar,MMR,2015,21887145,0.926992,9.625328,10.849104,0.377415,0.108307,0,0.425126
Namibia,NAM,2015,3851304,0.007328,3.513776,0,0.330200,0,0,1.687167
Nepal,NPL,2015,6904657,2.200909,3.211643,0,1.492104,0,0,0.250075
Netherlands,NLD,2015,164142511,43.545755,51.888597,66.148062,0.249424,1.037323,1.273351,9.632151
New Caledonia,NCL,2015,4736359,1.878179,2.815439,0,0.042741,0,0,16.734357
New Zealand,NZL,2015,35813107,5.469636,19.370571,8.305040,0.620712,1.347890,0.699259,7.801417
Niger,NER,2015,2207243,0.326096,1.762384,0,0.019762,0.099001,0,0.109660
Nigeria,NGA,2015,109231811,0.124576,54.124608,32.448384,8.137354,14.396890,0,0.593665
North Korea,PRK,2015,24623532,19.081272,2.986602,0,2.555658,0,0,0.974880
North Macedonia,MKD,2015,7020224,3.746317,2.779525,0.230712,0.263670,0,0,3.330337
Norway,NOR,2015,45590000,3.428400,23.890600,15.506000,0.672000,1.522000,0.571000,8.784381
Pakistan,PAK,2015,166410762,18.026880,70.400096,64.405792,12.681741,0.896252,0,0.788791
Panama,PAN,2015,10788440,0.937984,9.086720,0,0.763736,0,0,2.726351
Paraguay,PRY,2015,6047637,0.010985,5.686821,0,0.349830,0,0,0.978907
Peru,PER,2015,49227873,3.088518,24.993918,16.244948,4.475647,0.424842,0,1.602894
Philippines,PHL,2015,112449150,46.419216,49.859712,6.661152,9.205676,0.303394,0,1.091407
Poland,POL,2015,313455719,201.647484,65.701021,30.634032,6.341808,4.746858,4.384515,8.130484
Portugal,PRT,2015,52270289,12.574970,25.646109,9.110765,2.921236,1.139333,0.877875,5.042749
Réunion,REU,2015,4411455,2.024600,2.386855,0,0,0,0,4.782091
Romania,ROU,2015,77996265,24.681829,24.569336,23.467765,3.337467,0.784386,1.155481,3.918213
Russia,RUS,2015,1629713151,414.059434,405.864558,736.697972,23.171307,33.022514,16.897365,11.265164
Senegal,SEN,2015,9845416,1.150496,6.859008,0.047632,1.788280,0,0,0.685796
Serbia,SRB,2015,43777417,30.568752,8.489488,4.004752,0.686714,0.027711,0,5.821855
Singapore,SGP,2015,56465904,1.751278,35.161126,19.553499,0,0,0,9.993933
Slovakia,SVK,2015,34468229,13.918411,9.651327,8.713932,1.308570,0.020785,0.855204,6.354242
Slovenia,SVN,2015,13653307,4.615338,6.874236,1.578428,0.367208,0.116882,0.101214,6.561371
South Africa,ZAF,2015,446221038,377.025600,53.765536,9.966080,5.419228,0.044594,0,7.985844
South Korea,KOR,2015,634177278,335.411292,170.593973,92.588923,25.778710,0,9.804380,12.436214
Spain,ESP,2015,272164660,61.840899,137.710148,56.649537,9.216019,3.706671,3.041386,5.861658
Sri Lanka,LKA,2015,19830283,5.217536,13.740000,0,0.872747,0,0,0.929398
Swaziland,SWZ,2015,868368,0.135568,0.732800,0,0,0,0,0.765800
Sweden,SWE,2015,43741733,8.152132,30.675350,1.974905,1.536918,0.821793,0.580635,4.441079
Switzerland,CHE,2015,38731820,0.562525,29.467247,6.779945,1.714787,0.027534,0.179783,4.676778
Syria,SYR,2015,28585119,0.003664,18.983184,7.972864,0.646133,0.979273,0,1.488407
Taiwan,TWN,2015,275836000,159.319575,67.293964,40.831404,6.313000,0.047056,2.031000,11.731644
Tajikistan,TJK,2015,5302282,1.758720,2.843264,0.007328,0.692970,0,0,0.622037
Tanzania,TZA,2015,10635198,0.681504,7.064192,1.674448,1.214791,0.000263,0,0.202410
Thailand,THA,2015,289419766,64.618304,117.585088,86.389792,20.023558,0.803023,0,4.117252
Turkey,TUR,2015,384330489,138.794158,108.642691,96.437587,34.440797,0.154593,5.860662,4.825473
Ukraine,UKR,2015,223824094,119.392944,30.489360,65.547238,3.277520,2.382325,2.734706,4.975797
United Arab Emirates,ARE,2015,216377091,6.503490,66.756952,134.155094,7.159856,1.801698,0,24.265957
Uruguay,URY,2015,6742026,0.003664,6.287424,0.095264,0.355674,0,0,1.981307
Yemen,YEM,2015,14083545,0.414032,9.639984,1.894288,0.883631,1.251610,0,0.493873
Zambia,ZMB,2015,5064975,0.494640,3.872848,0,0.697487,0,0,0.311725
Afghanistan,AFG,2016,9067598,2.878736,5.794097,0.318639,0.076126,0,0,0.261795
Albania,ALB,2016,4631977,0.190528,3.359888,0.161216,0.880470,0.039875,0,1.607732
Argentina,ARG,2016,189920431,4.191696,84.555750,96.302759,4.029000,0.841225,0,4.349166
Armenia,ARM,2016,5203013,0.003667,0.806652,4.238592,0.154102,0,0,1.815531
Australia,AUS,2016,411264288,179.549565,137.374951,75.054759,2.930855,12.439911,3.914247,16.997412
Austria,AUT,2016,67210743,13.334845,34.109843,16.736951,1.729000,0.131251,1.168854,7.693109
Azerbaijan,AZE,2016,34727333,0.003664,12.138832,21.507680,0.726161,0.350996,0,3.481001
Bahamas,BHS,2016,1978560,0.003671,1.974889,0,0,0,0,4.996666
Bangladesh,BGD,2016,76193544,6.074912,15.436432,53.549360,1.106557,0.026282,0,0.476852
Belarus,BLR,2016,58134483,3.691613,17.313199,33.884933,2.206055,0.006063,1.032619,5.988239
Belgium,BEL,2016,99601625,13.543486,47.093541,34.375252,2.435800,0.078277,2.075269,8.801190
Benin,BEN,2016,6494014,0.212512,6.067584,0.003664,0.210254,0,0,0.576729
Bhutan,BTN,2016,1152628,0.312419,0.481493,0,0.358716,0,0,1.537328
Bolivia,BOL,2016,22682924,0.014658,12.038176,9.150480,1.420070,0.059540,0,2.013930
Bosnia and Herzegovina,BIH,2016,21730408,16.150912,4.836480,0.421360,0.321656,0,0,6.242601
Botswana,BWA,2016,6348201,3.570340,2.772048,0,0.005812,0,0,2.698588
Brazil,BRA,2016,492748000,63.831218,312.939113,69.665669,22.415000,17.505000,6.392000,2.382041
Bulgaria,BGR,2016,45484310,24.156500,12.067898,5.938794,1.194109,0.812910,1.314099,6.277183
Burundi,BDI,2016,467437,0.040304,0.388384,0,0.038749,0,0,0.042871
Cambodia,KHM,2016,10921712,3.055776,6.444976,0,1.420960,0,0,0.699008
Canada,CAN,2016,560525313,73.497136,256.234514,208.265201,6.114245,14.134506,2.279709,15.521199
Chile,CHL,2016,84243174,27.007344,46.063808,9.951424,1.120300,0.100298,0,4.658468
China,CHN,2016,9764979745,7071.403711,1357.837577,421.726239,743.044097,3.040580,167.927541,6.965584
Colombia,COL,2016,98730954,19.422276,50.939049,21.943696,5.316583,1.109350,0,2.073049
Costa Rica,CRI,2016,8003253,0.003664,7.379296,0,0.620293,0,0,1.618387
Croatia,HRV,2016,18109014,2.561225,9.369451,4.729110,1.076508,0.236723,0.135997,4.287425
Cuba,CUB,2016,28259466,0.007328,25.222976,2.275344,0.672000,0.081818,0,2.491574
Cyprus,CYP,2016,7375415,0.001951,6.476654,0.000394,0.883247,0,0.013169,6.157052
Czech Republic,CZE,2016,106655719,64.708775,21.391062,17.008725,1.697599,0.158792,1.690767,10.131066
Denmark,DNK,2016,37033259,8.413077,19.862587,7.014874,1.095455,0.273043,0.374224,6.489257
Dominican Republic,DOM,2016,24644567,2.872576,17.854672,1.912608,2.004711,0,0,2.340950
Egypt,EGY,2016,239385581,1.608496,114.870064,94.824320,22.819754,5.262947,0,2.399037
El Salvador,SLV,2016,6595795,0.003662,6.250971,0,0.341161,0,0,1.055241
Estonia,EST,2016,17559353,12.752646,3.503724,1.051739,0.185181,0.000036,0.066026,13.343724
Ethiopia,ETH,2016,14347424,1.399648,9.731584,0,3.216192,0,0,0.136262
Finland,FIN,2016,47181861,18.658283,22.862838,4.207125,0.553242,0.104111,0.796262,8.585984
France,FRA,2016,334439780,35.794215,196.489679,89.032655,6.438147,2.868307,3.816777,5.226494
Georgia,GEO,2016,10067680,1.033248,3.876512,4.462752,0.690337,0.004832,0,2.669686
Germany,DEU,2016,800339834,329.445089,277.783622,169.467961,12.662714,2.343803,8.636644,9.720952
Greece,GRC,2016,71364164,23.593526,35.577483,7.912128,3.772241,0.009366,0.499420,6.638686
Guadeloupe,GLP,2016,2519498,0.461085,2.058413,0,0,0,0,6.332720
Guatemala,GTM,2016,16926491,4.714539,10.802778,0,1.302616,0.106558,0,1.039008
Honduras,HND,2016,9722308,0.150281,8.789615,0,0.782411,0,0,1.027641
Hong Kong,HKG,2016,43365783,25.373200,11.054288,6.236128,0.702167,0,0,5.831927
Hungary,HUN,2016,47113086,9.769268,16.572281,19.365320,0.705228,0.136681,0.564309,4.800060
Iceland,ISL,2016,3485184,0.660089,2.672440,0.000080,0,0.148961,0.003613,10.382613
India,IND,2016,2383815964,1529.990408,613.165557,113.622467,123.281311,3.756221,0,1.780779
Indonesia,IDN,2016,552651509,206.327890,221.338576,91.185968,28.709840,5.089235,0,2.110564
Iran,IRN,2016,633826874,3.451488,200.124016,380.704256,19.761352,29.785761,0,7.608397
Ireland,IRL,2016,40369543,9.205271,18.850458,9.910448,1.793524,0.001367,0.608474,8.560508
Israel,ISR,2016,61160656,20.832269,22.656832,15.688318,1.983238,0,0,7.496089
Italy,ITA,2016,358182542,48.558932,156.014581,140.791993,7.680499,2.188706,2.947833,5.957930
Jamaica,JAM,2016,8163432,0.256480,7.492880,0.018320,0.395752,0,0,2.912708
Japan,JPN,2016,1203888206,456.551209,460.878576,251.595944,25.969471,0.457129,8.435877,9.479893
Jordan,JOR,2016,24254737,0.853841,14.837771,6.980972,1.582154,0,0,2.434077
Kazakhstan,KAZ,2016,304839535,183.031911,43.012721,54.721206,3.524569,17.295004,3.254124,16.861943
Kenya,KEN,2016,17390573,1.304384,13.487184,0,2.599005,0,0,0.363100
Kosovo,KSV,2016,8855888,6.665722,1.911817,0,0.278349,0,0,5.058418
Kyrgyzstan,KGZ,2016,9646228,3.480800,5.111280,0.545936,0.508212,0,0,1.602816
Laos,LAO,2016,16458121,12.014256,3.143712,0,1.300153,0,0,2.388224
Latvia,LVA,2016,7210325,0.165653,4.058759,2.607191,0.346340,0.000012,0.032370,3.653617
Lebanon,LBN,2016,26457210,0.626544,23.522880,0,2.307786,0,0,4.227324
Lesotho,LSO,2016,2213056,1.564528,0.648528,0,0,0,0,1.032271
Lithuania,LTU,2016,13351177,0.748809,7.677032,4.148532,0.452401,0.250769,0.073634,4.551011
Luxembourg,LUX,2016,9089235,0.294294,6.685280,1.681755,0.351368,0.000042,0.076495,15.581073
Madagascar,MDG,2016,3267788,1.025920,2.183744,0,0.058124,0,0,0.128139
Malawi,MWI,2016,1194351,0.205184,0.930656,0,0.058511,0,0,0.068619
Malaysia,MYS,2016,252060659,71.044960,88.368352,73.525488,13.415570,5.706289,0,7.995220
Malta,MLT,2016,1356353,0.000012,1.355205,0.000012,0,0,0.001125,2.900018
Mauritius,MUS,2016,4345504,1.714752,2.630752,0,0,0,0,3.358426
Mexico,MEX,2016,479789752,47.621008,251.592224,151.455104,20.599338,8.522078,0,3.948262
Moldova,MDA,2016,4903671,0.278673,2.464057,1.727040,0.433902,0,0,1.520460
Mongolia,MNG,2016,25629142,22.533600,2.887232,0,0.191709,0.016600,0,8.459705
Montenegro,MNE,2016,2015200,1.183472,0.831728,0,0,0,0,3.182243
Morocco,MAR,2016,58457476,16.235184,34.654112,2.363280,5.204900,0,0,1.665111
Mozambique,MOZ,2016,8159370,0.051296,5.620576,1.535216,0.947808,0.004474,0,0.294599
Myanmar,MMR,2016,21140408,1.124848,10.893072,8.079120,0.961663,0.081705,0,0.407390
Namibia,NAM,2016,4051196,0.069616,3.718960,0,0.262620,0,0,1.743686
Nepal,NPL,2016,9760756,2.615123,5.237571,0,1.908062,0,0,0.350335
Netherlands,NLD,2016,164862023,40.067734,53.200643,68.948127,0.238980,1.103562,1.302977,9.627258
New Caledonia,NCL,2016,5315237,2.425568,2.846928,0,0.042741,0,0,18.732243
New Zealand,NZL,2016,34152639,4.465043,19.489269,7.893822,0.486377,1.152258,0.665870,7.316205
Niger,NER,2016,2146714,0.359072,1.681776,0,0.019762,0.086104,0,0.102607
Nigeria,NGA,2016,116950162,0.139232,60.554928,34.434272,8.524847,13.296883,0,0.619876
North Korea,PRK,2016,27571903,21.672560,3.198672,0,2.700671,0,0,1.085952
North Macedonia,MKD,2016,6987248,3.436832,2.854256,0.362736,0.333424,0,0,3.311184
Norway,NOR,2016,44765000,3.549600,23.367400,15.142000,0.684000,1.467000,0.555000,8.549219
Pakistan,PAK,2016,195791491,23.954783,86.597018,70.296187,14.128052,0.815450,0,0.916949
Panama,PAN,2016,10438870,0.831728,8.870544,0,0.736598,0,0,2.592648
Paraguay,PRY,2016,7153635,0.003666,6.800139,0,0.349830,0,0,1.141547
Peru,PER,2016,52813627,3.213102,27.943364,17.087695,4.339787,0.229680,0,1.696399
Philippines,PHL,2016,122558000,51.486528,53.549360,7.632112,9.569309,0.320690,0,1.168607
Poland,POL,2016,324381233,202.098996,73.978040,32.419593,6.529685,4.553509,4.801410,8.418465
Portugal,PRT,2016,50442234,10.831652,25.576533,9.819985,2.297052,1.065741,0.851272,4.881781
Réunion,REU,2016,4512042,2.070764,2.441278,0,0,0,0,4.869313
Romania,ROU,2016,77011532,21.990651,26.422873,23.366268,3.181003,0.834752,1.215986,3.889900
Russia,RUS,2016,1624756335,402.192494,400.367433,749.788229,20.432102,36.218172,15.757905,11.196787
Rwanda,RWA,2016,1068892,0.007328,0.850048,0.084272,0.127244,0,0,0.089590
Senegal,SEN,2016,10015698,1.205456,6.771072,0.043968,1.995202,0,0,0.678968
Serbia,SRB,2016,45039818,31.067056,8.888864,4.327184,0.747746,0.008968,0,6.010688
Singapore,SGP,2016,35654384,1.832000,13.776640,20.045744,0,0,0,6.242087
Slovakia,SVK,2016,34912876,13.828549,10.024989,8.849289,1.340952,0.019828,0.849269,6.428203
Slovenia,SVN,2016,14464584,4.963894,7.240179,1.683866,0.343720,0.129830,0.103096,6.920787
South Africa,ZAF,2016,456972861,384.489745,58.934967,7.815249,5.691390,0.041510,0,8.099157
South Korea,KOR,2016,637914084,320.697359,184.034149,96.655486,26.671760,0,9.855330,12.432553
Spain,ESP,2016,261227657,45.677289,141.796009,57.702443,9.413649,3.763629,2.874637,5.621025
Sri Lanka,LKA,2016,23023608,5.524435,16.470728,0,1.028445,0,0,1.074589
